unit,street,city,state,postal,country,property value,existing mortgage amount
,7886 Old Albany St,Kearny,07032,NJ ,US,228872735,195828354
561,54 Homewood Rd,Starkville,39759,MS ,US,146047207,97936363
,7561 Blue Spring Street,Columbus,31904,GA ,US,86471883,72186537
825,97 Wall St,Milwaukee,53204,WI ,US,238267752,70385408
557,5 High Avenue,Randolph,02368,MA ,US,135055309,24273199
662,205 Corona St,Miami,33125,FL ,US,261716200,229200529
367,8677 Bridge Court,Minneapolis,55406,MN ,US,280201981,61123517
176,273 S. Clinton Avenue,South Bend,46614,IN ,US,179340308,133390769
132,873 North Harvard Drive,Morton Grove,60053,IL ,US,201569236,59280456
575,664 Bishop Street,Fairmont,26554,WV ,US,260688576,77202285
,275 Cleveland St,Saint Cloud,56301,MN ,US,284733311,156431124
435,60 East Manor Street,Dracut,01826,MA ,US,90393041,22888868
530,699 N. Honey Creek St,Chesterton,46304,IN ,US,220405146,104053229
,31 Delaware Lane,Tualatin,97062,OR ,US,143650916,38507253
425,514 Bayberry Circle,Faribault,55021,MN ,US,93786832,56794824
155,7004 Saxton Rd,Morganton,28655,NC ,US,78512167,20421657
356,7640 Academy Street,Wake Forest,27587,NC ,US,280289158,100194641
,214 Arnold Ave,Westerville,43081,OH ,US,61795972,11103132
397,70 Cross Rd,Iowa City,52240,IA ,US,164844362,137424945
,44 Grant Dr,Trumbull,06611,CT ,US,42123383,4037944
,72 Mountainview Dr,Dearborn Heights,48127,MI ,US,10334345,7478306
,23 Virginia Lane,Massapequa,11758,NY ,US,8180780,6400010
473,771 Tallwood Lane,Elkton,21921,MD ,US,23833989,3119206
611,8029 North Fawn St,Elyria,44035,OH ,US,9788838,953340
379,8809 Cypress St,Lanham,20706,MD ,US,241901606,157177278
,16 Brookside Street,Huntley,60142,IL ,US,168724135,5825658
944,370 Trout Drive,Morrisville,19067,PA ,US,277711932,64340588
,9873 Glenholme Lane,Halethorpe,21227,MD ,US,206710265,32449395
,26 Prospect St,Highland Park,60035,IL ,US,208825188,62049182
784,75 Sherwood Dr,Calhoun,30701,GA ,US,245194665,109332026
34,39 Atlantic Rd,Lady Lake,32159,FL ,US,232544571,51248211
202,689 High Noon Street,Casselberry,32707,FL ,US,288334290,24542509
966,210 Tunnel Drive,Elizabeth,07202,NJ ,US,270540485,21960159
886,1 Clinton Lane,Forest Hills,11375,NY ,US,75457987,59644223
406,9370 Cherry Hill Street,Bayside,11361,NY ,US,120844484,54126522
,9 Columbia Lane,Wausau,54401,WI ,US,58802756,12445042
317,488 Cactus Drive,Bismarck,58501,ND ,US,192734608,68588748
,51 Wakehurst Ave,Banning,92220,CA ,US,95000534,26237713
57,9071 Blackburn Drive,Roanoke Rapids,27870,NC ,US,122340913,25367741
,96 Berkshire St,Hopkins,55343,MN ,US,19908077,9738686
676,93 Valley Street,Midland,48640,MI ,US,36989078,5698570
,875 S. Brook Lane,Fair Lawn,07410,NJ ,US,121687706,42127975
679,149 N. Glenwood Ave,Hopkins,55343,MN ,US,53133053,1033730
,23 W. High Point Dr,Camas,98607,WA ,US,43257597,12075468
8,16 Tallwood Drive,Sylvania,43560,OH ,US,239311325,162237035
317,776 Annadale Circle,Cranberry Twp,16066,PA ,US,20059371,12609763
83,25 Dogwood Ave,West Islip,11795,NY ,US,296877707,175181493
454,285 Heather Dr,Fairborn,45324,OH ,US,19543603,5829540
598,534 E. Lakeshore Ave,Hagerstown,21740,MD ,US,56416007,34194893
490,8732 Myers St,Irwin,15642,PA ,US,27048065,21381834
655,8 Bayport Street,North Haven,06473,CT ,US,4209036,1278751
,917 North Yukon Drive,Attleboro,02703,MA ,US,158872159,68052331
,89 Randall Mill Road,Holyoke,01040,MA ,US,239532372,134749903
,99 Devonshire Court,Cheshire,06410,CT ,US,158274141,15616251
,747 Longfellow Drive,Piscataway,08854,NJ ,US,127254774,62011201
,8607 Military Ave,Brookline,02446,MA ,US,259247236,152935778
561,860 Mammoth St,Ft Mitchell,41017,KY ,US,143056349,18862803
,81 Church Lane,Providence,02904,RI ,US,278100542,92744994
,26 Bradford Ave,Gulfport,39503,MS ,US,37268726,21277693
934,629 New Saddle Drive,Green Bay,54302,WI ,US,145577371,4342959
,54 Birchpond St,Clarksville,37040,TN ,US,2477690,999676
858,52 Garfield Ave,West Haven,06516,CT ,US,70756236,50821362
185,330 Cottage Drive,Danville,24540,VA ,US,229441218,60363555
,9804 Grove Ave,North Haven,06473,CT ,US,47455540,4816381
,45 West Cedar Swamp St,Uniontown,15401,PA ,US,120491938,103371135
,529 Manor Street,Brick,08723,NJ ,US,207698077,127271082
889,829 Tunnel Ave,Corona,11368,NY ,US,195574431,81562717
,59 North Sunnyslope Dr,Wilson,27893,NC ,US,90712722,73384498
864,7315 West Franklin Street,Lorain,44052,OH ,US,222760939,142529987
129,7509 Bayberry Rd,Oxon Hill,20745,MD ,US,213180168,131694432
,206 Canterbury Road,Methuen,01844,MA ,US,225461364,196779013
,9001 Tarkiln Hill Lane,Trumbull,06611,CT ,US,237703224,84276927
471,789 George Ave,Tucson,85718,AZ ,US,209551397,93347853
552,664 Bishop Street,Fairmont,26554,WV ,US,260688576,77202285
334,19 Orchard Dr,Yuba City,95993,CA ,US,210663339,140464161
917,867 West Trusel Street,Windsor,06095,CT ,US,206774729,85438972
,119 Wagon St,Canandaigua,14424,NY ,US,52830383,30200018
,8955 Penn Ave,Stamford,06902,CT ,US,170883163,119630117
144,759 Taylor Drive,Newtown,18940,PA ,US,140082216,82558635
930,8 S. County Ave,Hopewell,23860,VA ,US,54094340,47965955
226,9970 Pendergast Circle,Eden Prairie,55347,MN ,US,276278005,44827656
661,7230 Chestnut Dr,Park Ridge,60068,IL ,US,122005638,85968209
778,24 Fordham St,Lake Jackson,77566,TX ,US,231838528,179991726
952,626 S. Livingston St,Neenah,54956,WI ,US,133228493,20324352
625,9 Columbia Lane,Wausau,54401,WI ,US,58802756,12445042
558,611 South Grove St,Peoria,61604,IL ,US,209985815,44103763
569,679 Corona Drive,Minneapolis,55406,MN ,US,157488337,126609603
144,675 Cemetery Ave,Cottage Grove,55016,MN ,US,269570271,59663673
,309 Laurel Street,Downers Grove,60515,IL ,US,18881692,6350426
489,671 Morris Street,Melbourne,32904,FL ,US,217539461,148328239
194,773 Miller St,Amsterdam,12010,NY ,US,247337676,210501912
361,8 S. County Ave,Hopewell,23860,VA ,US,54094340,47965955
850,9537 Main Street,Waldorf,20601,MD ,US,289939028,175870155
748,152 North Rockaway Drive,Rowlett,75088,TX ,US,171328151,77822134
717,65 East Bridge Road,Clifton,07011,NJ ,US,198955913,142471282
472,7632 Theatre St,Soddy Daisy,37379,TN ,US,264392746,41450754
,27 Brook St,Chesterton,46304,IN ,US,37111335,5216724
,54 N. Delaware St,North Andover,01845,MA ,US,261668178,105943832
961,44 Walnut Ave,Forest Hills,11375,NY ,US,134621981,51997982
293,8340 Shirley Drive,Burke,22015,VA ,US,272258868,73027182
,7069 Thompson St,Hazleton,18201,PA ,US,100625757,64430300
41,7255 Washington St,Glendale Heights,60139,IL ,US,69986533,42529866
,80 Rockland Ave,Wayne,07470,NJ ,US,270961389,212545572
,9794 Rockville Dr,Barberton,44203,OH ,US,231074409,181782754
956,8778 Adams Dr,Lady Lake,32159,FL ,US,184555024,28870606
,71 South Manor Station St,Mansfield,02048,MA ,US,51805245,29274840
,93 Riverview St,Logansport,46947,IN ,US,91307962,74044908
786,520 Rose Street,Seattle,98144,WA ,US,285954520,48943951
,7925 Grand Road,Oxford,38655,MS ,US,42035243,16328134
731,8673 North Logan Street,North Augusta,29841,SC ,US,36856523,13464947
,489 Bear Hill St,Bloomfield,07003,NJ ,US,191200994,64404025
553,558 Tallwood Lane,Valrico,33594,FL ,US,38765403,6415664
340,582 Carson Court,Elk Grove Village,60007,IL ,US,117786607,61044095
752,21 Elizabeth Street,Plymouth,02360,MA ,US,288628743,59027046
701,57 La Sierra Rd,Gainesville,20155,VA ,US,246824283,177269602
492,611 South Grove St,Peoria,61604,IL ,US,209985815,44103763
952,91 Rocky River St,Desoto,75115,TX ,US,55686074,29671011
980,191 E. Garfield Road,Mcallen,78501,TX ,US,72268495,58567417
,98 Highland Ave,Osseo,55311,MN ,US,60210997,31008431
82,177 Gonzales Circle,Ashland,44805,OH ,US,178142753,51391048
680,47 Roberts Drive,Clifton Park,12065,NY ,US,175001441,48522304
278,3 Branch Street,Pawtucket,02860,RI ,US,237127157,150424171
872,74 North Glenholme Rd,Garfield,07026,NJ ,US,241713340,67973440
,9453 St Paul Avenue,Willoughby,44094,OH ,US,38718455,23128071
592,8262 Wild Horse St,Northville,48167,MI ,US,248782833,119093921
,223 Oakland Court,Shirley,11967,NY ,US,120881282,75998227
,7688 N. Foxrun Court,Raeford,28376,NC ,US,28758313,25030577
,9660 Alderwood St,West Roxbury,02132,MA ,US,86824173,50792530
179,91 Liberty Street,Bowie,20715,MD ,US,30030698,10012962
189,9718 Hillcrest St,Niceville,32578,FL ,US,136247063,122455846
,7587 Halifax Street,Gibsonia,15044,PA ,US,280982631,181580408
252,779 Trenton Ave,Hightstown,08520,NJ ,US,123419794,42423628
,16 Green Hill Ave,Maspeth,11378,NY ,US,227477667,6089437
,38 Thomas St,Waukegan,60085,IL ,US,38494665,25031821
48,7719 Sycamore Street,Suffolk,23434,VA ,US,134576591,98281824
530,7255 Victoria Dr,Franklin Square,11010,NY ,US,97325608,75898107
956,27 West Amerige Drive,Mays Landing,08330,NJ ,US,120418992,244209
591,9 Circle St,Hope Mills,28348,NC ,US,37659536,28562163
,98 Lexington St,Madisonville,42431,KY ,US,245734743,23555651
,7396 Amherst Ave,Iowa City,52240,IA ,US,131803813,2439222
334,511 Smith Store St,Pelham,35124,AL ,US,70812094,14468262
845,875 Lake Forest Street,Westford,01886,MA ,US,220339259,53153156
,253 Liberty Ave,Freehold,07728,NJ ,US,97692882,30824093
,57 East Riverside St,Bridgewater,08807,NJ ,US,214112155,98633296
463,203 Birchpond Ave,Homestead,33030,FL ,US,210644104,118879977
938,987 Fifth St,Palos Verdes Peninsula,90274,CA ,US,175097087,124607558
,9687 Mechanic Street,Zeeland,49464,MI ,US,144714005,8539022
217,88 King Dr,Jamaica,11432,NY ,US,6045986,4569472
101,68 Amherst Street,Smyrna,30080,GA ,US,271117036,36222431
,9804 Poor House St,Windermere,34786,FL ,US,261509314,234777563
,51 East Iroquois Lane,Maryville,37803,TN ,US,196696571,145337063
,339 Canal Lane,Potomac,20854,MD ,US,153768130,12767339
990,795 Galvin St,Medford,02155,MA ,US,220356212,94174200
,7836 Pumpkin Hill Rd,Yuma,85365,AZ ,US,268659350,142462797
,7827 Orange Ave,Lilburn,30047,GA ,US,8722133,2110366
730,8241 Brandywine Court,Anderson,29621,SC ,US,204279513,141022941
178,845 Prospect Dr,Battle Creek,49015,MI ,US,80218140,70979420
100,678 Locust Street,Fairburn,30213,GA ,US,49979615,28060537
972,634 Baker Street,Tucker,30084,GA ,US,198554785,177819333
,8624 Brookside Ave,Lincoln Park,48146,MI ,US,13407389,260445
372,8425 Miles Street,Edison,08817,NJ ,US,185873918,98132076
27,52 Trenton Lane,Park Forest,60466,IL ,US,208025699,73135896
75,70 Howard Drive,Carlisle,17013,PA ,US,54997199,44161930
800,9322 Wintergreen Court,Apex,27502,NC ,US,154481773,125750015
186,109 Olive St,Wellington,33414,FL ,US,226997327,50960755
165,8564 Santa Clara Street,Kissimmee,34741,FL ,US,207972993,57703375
958,9221 Gonzales Rd,Whitehall,18052,PA ,US,295356901,62036851
,151 Cactus St,Grand Rapids,49503,MI ,US,281779939,82264238
,42 Old Cardinal Street,Libertyville,60048,IL ,US,228676097,46767023
,181 Newcastle St,Lanham,20706,MD ,US,154694258,133963819
619,625 South Grove Drive,Harleysville,19438,PA ,US,48802865,29638114
895,57 Manor Station Ave,Fort Worth,76110,TX ,US,43448103,19875778
,187 Sutor St,Rockaway,07866,NJ ,US,138544105,22088603
,7897 Princeton St,Baldwin,11510,NY ,US,7677187,3033974
215,8819 Iroquois Lane,Loxahatchee,33470,FL ,US,168854048,68850421
219,963 Clinton Rd,Baltimore,21206,MD ,US,210208770,128230749
464,10C Amherst St,Brooklyn,11201,NY ,US,68790348,23249911
839,3 Philmont Dr,Addison,60101,IL ,US,135980718,110480643
,924 Church Dr,Chambersburg,17201,PA ,US,6737874,2192995
216,9014 Walnut Road,Titusville,32780,FL ,US,224229032,72093647
,3 Santa Clara St,Shelton,06484,CT ,US,193512800,83390641
,8563 Southampton Road,Racine,53402,WI ,US,10141098,5030480
680,8206 Vermont Ave,Fresno,93706,CA ,US,107322252,87929057
864,8202 Blue Spring Ave,Canton,30114,GA ,US,216762789,111472198
420,92 Manor Street,Wantagh,11793,NY ,US,227625317,22159608
,8419 Lawrence Avenue,Nashville,37205,TN ,US,144347688,84551912
905,73 Wentworth Street,Milwaukee,53204,WI ,US,205181359,180460817
568,7780 N. Trenton Avenue,Upper Marlboro,20772,MD ,US,72024431,24783672
,48 Goldfield St,Southington,06489,CT ,US,195403334,141294907
,8466 South Hill Lane,Mount Holly,08060,NJ ,US,54917861,27155538
905,64 Miles Ave,Tallahassee,32303,FL ,US,193295007,87734562
9,238 Courtland Lane,Yakima,98908,WA ,US,7494399,5203727
,8598 Proctor Lane,Mooresville,28115,NC ,US,146668738,69750817
,563 Water Ave,Buffalo,14215,NY ,US,103342257,60813150
379,9686 Theatre Drive,Greer,29650,SC ,US,16873945,1778502
,12 Grant Dr,Mechanicsville,23111,VA ,US,242991683,56605281
,7435 Smith Store Street,Janesville,53546,WI ,US,211342736,81346173
407,91 Goldfield Dr,Lake Villa,60046,IL ,US,288626619,5180000
726,9127 Amerige St,Nottingham,21236,MD ,US,119170067,23261994
843,9860 Talbot Court,Mchenry,60050,IL ,US,89852775,67139999
,9868 W. Walnutwood Road,Muskogee,74403,OK ,US,249377909,45000960
991,5 E. Woodsman Rd,Odenton,21113,MD ,US,146255156,52014953
,9752 3rd Ave,Bensalem,19020,PA ,US,136074025,72162239
158,7 South William Drive,Mokena,60448,IL ,US,245683068,20447380
,220 Kingston St,Oak Creek,53154,WI ,US,121978226,73865088
,3 Hanover St,Fort Dodge,50501,IA ,US,276451307,59280750
488,8380 Cooper Dr,Norwood,02062,MA ,US,50395883,30692332
,360 Swanson St,Waterbury,06705,CT ,US,265020061,219290371
,142 W. Green Dr,Alliance,44601,OH ,US,113211925,35944486
,8799 S. Summer Rd,Griffin,30223,GA ,US,236441124,59484660
,8592 Chapel Lane,Halethorpe,21227,MD ,US,153215473,134860447
911,2 Columbia Lane,Saint Augustine,32084,FL ,US,217986916,36128393
,9346 Front Lane,Baltimore,21206,MD ,US,83459743,73577678
845,576 Wellington Ave,Bayonne,07002,NJ ,US,170914038,21277588
882,110 Tower St,West Warwick,02893,RI ,US,114793664,57192083
686,49 High Point Ave,Scarsdale,10583,NY ,US,44704899,20141399
,68 Lantern Lane,Miami Gardens,33056,FL ,US,132487097,77825008
,764 Jefferson Dr,Youngstown,44512,OH ,US,56902476,5755834
944,628 S. Beech Road,Grand Blanc,48439,MI ,US,7278456,6374430
,8272 South Broad Dr,Silver Spring,20901,MD ,US,61923331,31976787
458,634 Baker Street,Tucker,30084,GA ,US,198554785,177819333
934,9228 West Race St,Sioux City,51106,IA ,US,113991975,39763308
,84 Valley View Dr,Fort Lee,07024,NJ ,US,172946697,34912773
923,8404 Harrison St,Rossville,30741,GA ,US,183804952,79879143
,568 Lakewood Street,East Stroudsburg,18301,PA ,US,255388239,78213844
,70 Brewery Drive,Cranston,02920,RI ,US,80600047,2659590
,47 Bank Street,Bensalem,19020,PA ,US,243236759,96643479
,249 Summer Lane,Blacksburg,24060,VA ,US,224684513,42165358
76,9537 Main Street,Waldorf,20601,MD ,US,289939028,175870155
,527 Lafayette Lane,Oshkosh,54901,WI ,US,169260718,30045835
183,450 Wakehurst Court,Lincolnton,28092,NC ,US,248141972,206410427
796,9409 Fairway Drive,Clarkston,48348,MI ,US,95817645,65285935
265,900 Glendale Dr,Upper Darby,19082,PA ,US,70181606,17262252
148,7196 Arlington Ave,Fernandina Beach,32034,FL ,US,88728672,31796396
,26 Smoky Hollow Street,Trussville,35173,AL ,US,255830261,75892537
458,9269 Constitution Circle,Chicopee,01020,MA ,US,243127581,77275296
845,867 West Trusel Street,Windsor,06095,CT ,US,206774729,85438972
,9548 Hill Ave,Absecon,08205,NJ ,US,203356076,180162218
,9395 Glen Eagles St,Watertown,02472,MA ,US,257874619,152417521
651,6 Oakland Street,Shelbyville,37160,TN ,US,102638133,36678913
167,922 E. La Sierra St,Fairburn,30213,GA ,US,112788597,12240289
932,629 New Saddle Drive,Green Bay,54302,WI ,US,145577371,4342959
348,672 Vernon St,Suitland,20746,MD ,US,38276432,20962577
925,275 Cleveland St,Saint Cloud,56301,MN ,US,284733311,156431124
,7652 Iroquois Dr,Saint Paul,55104,MN ,US,109133243,86209280
,850 W. Beach Ave,Fenton,48430,MI ,US,140023280,83916768
,320 West Deerfield Street,Suwanee,30024,GA ,US,179258554,71952648
770,43 Maiden Dr,Lansdowne,19050,PA ,US,51795797,12451981
555,61 South Pennsylvania St,Miami,33125,FL ,US,80263226,44248492
,442 Smoky Hollow Street,Panama City,32404,FL ,US,102830417,47759461
910,7551 Colonial St,Eau Claire,54701,WI ,US,113934309,101110652
502,910 Linda St,Rock Hill,29730,SC ,US,168964115,135760868
592,7 Kent Court,Merrillville,46410,IN ,US,211403001,35031907
,123 E. Brickell Drive,Elk River,55330,MN ,US,125986124,102541763
385,7449 Birchwood St,Minot,58701,ND ,US,92081244,72095910
692,14 Highland Drive,Salisbury,21801,MD ,US,41323661,19911700
,910 Bayport Lane,Owosso,48867,MI ,US,232423575,143337675
699,8639 North Meadow Drive,Royal Oak,48067,MI ,US,229720675,170930851
,51 Thompson Circle,Marshalltown,50158,IA ,US,279034352,69963154
32,870 Church St,Annapolis,21401,MD ,US,220802232,45459035
,9672 Boston St,Uniontown,15401,PA ,US,1811797,1247238
,30 Miles Drive,Kennewick,99337,WA ,US,149823130,83901453
,967 Hamilton Drive,Conyers,30012,GA ,US,68362284,37791616
148,437 Illinois St,Antioch,37013,TN ,US,290236459,118857154
967,6 East Sheffield Ave,Danvers,01923,MA ,US,257965210,200995479
,849 Willow Rd,Glendale Heights,60139,IL ,US,169934704,7460992
657,545 Williams St,Massapequa,11758,NY ,US,141996893,85648931
437,91 South Shirley St,Roswell,30075,GA ,US,120914254,75116679
599,68 Gates St,Harrisburg,17109,PA ,US,219757148,69969264
361,1 West Andover Street,Saginaw,48601,MI ,US,73768342,6793156
81,250 Hartford Lane,Superior,54880,WI ,US,205921643,75719167
,77 Albany St,Washington,15301,PA ,US,204828781,44379466
696,642 Brown Ave,Saint Louis,63109,MO ,US,2946496,4567
879,11 Livingston Street,Mesa,85203,AZ ,US,86545186,14650507
,352 Canal Drive,Copperas Cove,76522,TX ,US,279822240,178914734
,40 West Lake Forest Lane,Englishtown,07726,NJ ,US,263996736,143539028
863,8003 N. Beacon Dr,Twin Falls,83301,ID ,US,54896770,6376741
,65 San Juan Street,Rossville,30741,GA ,US,97215165,52923198
638,197 King Avenue,Piscataway,08854,NJ ,US,33277933,12900861
,455 Nut Swamp Lane,Chicago,60621,IL ,US,39801394,12889079
18,7546 Saxton St,Kokomo,46901,IN ,US,153132005,90006269
486,521 Williams Street,Port Chester,10573,NY ,US,79033508,60889044
410,9221 Gonzales Rd,Whitehall,18052,PA ,US,295356901,62036851
784,1 Acacia Street,New Bedford,02740,MA ,US,274886048,234668813
865,285 White Street,Onalaska,54650,WI ,US,176660480,57411820
80,7498 Fordham Drive,Hopkins,55343,MN ,US,233798462,198431754
278,8 Tallwood Lane,Brainerd,56401,MN ,US,28324622,8119989
,724 Gregory St,New Kensington,15068,PA ,US,105818558,27148417
,73 Vale Ave,West Hempstead,11552,NY ,US,45965736,28330176
,831 Wood Ave,Butler,16001,PA ,US,192548091,29303271
427,7581 N. Oakland St,Arlington,02474,MA ,US,201575168,131284746
996,28 Court Drive,Palm Harbor,34683,FL ,US,114194557,69838273
,539 Carpenter Street,Astoria,11102,NY ,US,271945436,240947975
811,109 Olive St,Wellington,33414,FL ,US,226997327,50960755
84,5 Arlington St,Oxnard,93035,CA ,US,273986790,177317053
,7561 Magnolia Ave,East Stroudsburg,18301,PA ,US,247448546,77226565
,722 Golf Street,Oconomowoc,53066,WI ,US,100245572,73148268
128,887 Alton Avenue,Jacksonville,28540,NC ,US,281069232,97190742
938,9044 North Canal St,Winter Garden,34787,FL ,US,135846969,39790749
,9075 Edgewood Street,Rome,13440,NY ,US,92414476,20344056
310,17 East Henry Smith Drive,Chattanooga,37421,TN ,US,96630296,34429922
,82 Brickyard Dr,Oak Ridge,37830,TN ,US,59486728,34056293
,2 Country Club Dr,Hartselle,35640,AL ,US,228161479,140590387
,457 Lakeshore Road,Willingboro,08046,NJ ,US,2796930,34576
989,7376 Myers St,Salt Lake City,84119,UT ,US,97564085,87343588
966,963 Clinton Rd,Baltimore,21206,MD ,US,210208770,128230749
81,4 Theatre Street,Romeoville,60446,IL ,US,38789481,14714116
,685 Buttonwood Lane,Little Rock,72209,AR ,US,123855003,20718138
384,7508 NW. Swanson Rd,Marietta,30008,GA ,US,161511354,39413153
833,611 South Grove St,Peoria,61604,IL ,US,209985815,44103763
956,7561 Blue Spring Street,Columbus,31904,GA ,US,86471883,72186537
,631 Elm Ave,Zion,60099,IL ,US,34144879,9145058
461,31 Galvin Rd,Dalton,30721,GA ,US,238963405,8120809
666,24 North Brickyard Ave,Parkersburg,26101,WV ,US,105898193,67508178
979,288 East Glen Creek St,Coram,11727,NY ,US,159710858,48152934
782,285 White Street,Onalaska,54650,WI ,US,176660480,57411820
687,8110 Elm St,Kennewick,99337,WA ,US,188090426,49621670
335,75 West Redwood St,Kennesaw,30144,GA ,US,182966693,1748221
,676 E. Indian Spring Lane,Fairburn,30213,GA ,US,188234523,91922648
,273 Fordham St,Danville,24540,VA ,US,43748885,37659308
,320 W. Courtland St,New Port Richey,34653,FL ,US,196326820,163424024
916,868 Trout Street,Fredericksburg,22405,VA ,US,2394599,1110510
13,78 W. Ocean St,Mahwah,07430,NJ ,US,178958121,16340225
937,904 Park Street,Cartersville,30120,GA ,US,290568785,194196732
72,20 Beach Drive,Fuquay Varina,27526,NC ,US,254732497,138337561
214,9334 Addison Street,Utica,13501,NY ,US,221190889,150792509
85,8529 Court Court,Superior,54880,WI ,US,232721103,204480517
342,75 West Redwood St,Kennesaw,30144,GA ,US,182966693,1748221
851,9829 Sheffield St,Orange,07050,NJ ,US,170205388,9930635
683,56 Purple Finch Street,New Orleans,70115,LA ,US,202836346,45358305
,8702 Market Ave,Corpus Christi,78418,TX ,US,165744768,20566455
,22 Glendale Lane,Billings,59101,MT ,US,41197977,3490560
259,8892 North Oxford Road,De Pere,54115,WI ,US,75598233,43939606
,384 Fulton Drive,Palm Harbor,34683,FL ,US,245575592,6795822
12,454 N. Elmwood Street,Lancaster,14086,NY ,US,239717160,56464714
,229 S. Longfellow St,Spring Hill,34608,FL ,US,133105388,35059403
920,379 Mayfield Ave,Sheboygan,53081,WI ,US,83609767,10981396
52,876 South Spring Street,Wilmette,60091,IL ,US,286255597,225354500
588,505 Edgefield Road,New City,10956,NY ,US,293787760,1724433
,609 Fordham Lane,Wappingers Falls,12590,NY ,US,57855023,17721475
101,90 Water Ave,Harrisburg,17109,PA ,US,24094167,17441716
,150 Logan Drive,Naugatuck,06770,CT ,US,131856932,66401059
346,205 Corona St,Miami,33125,FL ,US,261716200,229200529
181,63 Sherman Lane,Fort Dodge,50501,IA ,US,218168650,27819709
,3 Academy Ave,Catonsville,21228,MD ,US,102952105,11954852
,30 Railroad Road,Mountain View,94043,CA ,US,139251375,6720722
671,1 High Noon Lane,Norwich,06360,CT ,US,172097416,122576120
751,8911 Randall Mill Street,North Royalton,44133,OH ,US,135562048,7296114
,940 Forest St,Helena,59601,MT ,US,66080426,28369310
,46 Jackson Lane,Williamsburg,23185,VA ,US,221597907,71664603
833,8019 Big Rock Cove Street,Haines City,33844,FL ,US,91383159,47172265
416,321 Clark Lane,Kenosha,53140,WI ,US,90456493,18895129
,805 Wall St,Christiansburg,24073,VA ,US,25216765,8457691
457,298 Jackson St,Centereach,11720,NY ,US,117143965,18296590
,230 Euclid St,Peabody,01960,MA ,US,159586497,128527888
125,8206 Vermont Ave,Fresno,93706,CA ,US,107322252,87929057
542,65 Homestead Street,Jackson Heights,11372,NY ,US,103361865,40908251
968,144 Fifth Road,New Windsor,12553,NY ,US,86608619,64963521
344,834 Temple Lane,Media,19063,PA ,US,214965842,129912345
612,940 Marsh Ave,Leesburg,20175,VA ,US,222567833,49904426
,449 Fremont St,Deltona,32725,FL ,US,48769982,30383528
636,6 Brewery Street,Maplewood,07040,NJ ,US,258881230,46460631
,45 Sugar St,Hicksville,11801,NY ,US,135018040,95639601
,638 Cherry Hill Ave,Norman,73072,OK ,US,252435496,176041109
737,2 E. Manchester Road,Perrysburg,43551,OH ,US,202394865,180528164
,922 Pine Street,Valley Stream,11580,NY ,US,267386712,89664226
790,89 Prairie Road,Los Banos,93635,CA ,US,102840857,21772719
,639 Jefferson Road,Woodbridge,22191,VA ,US,207838407,175462046
588,7394 Gartner St,Lilburn,30047,GA ,US,225991846,141421480
,8926 Old Pine Drive,San Diego,92111,CA ,US,38104734,26293976
522,390 N. Fieldstone Dr,Richardson,75080,TX ,US,109490402,79642494
263,8102 High Court,Pueblo,81001,CO ,US,63571439,513229
777,9537 Main Street,Waldorf,20601,MD ,US,289939028,175870155
927,909 Penn Street,Sumter,29150,SC ,US,33504581,29135080
544,556 North Surrey Lane,Coatesville,19320,PA ,US,51441076,29749906
,26 Proctor Road,Utica,13501,NY ,US,9531083,7137546
,9953 White Drive,Falls Church,22041,VA ,US,134261265,26117080
,9224 Bald Hill Drive,Scotch Plains,07076,NJ ,US,223556919,41464859
530,407 High Ridge Street,Williamsburg,23185,VA ,US,35862563,27736666
,597 E. Bellevue Dr,Absecon,08205,NJ ,US,177111410,6493925
533,7953 South River Dr,New Philadelphia,44663,OH ,US,46443036,11442514
902,16 Iroquois Court,Enfield,06082,CT ,US,122181000,62997854
326,9162 South High Ridge St,Inman,29349,SC ,US,270180372,192213996
433,8282B NE. Bowman St,Johnston,02919,RI ,US,70073702,42255229
,78 Hawthorne St,West Fargo,58078,ND ,US,286420824,44728020
548,7424 W. Courtland St,Dorchester Center,02124,MA ,US,64190476,52507415
998,8126 Summer St,Janesville,53546,WI ,US,18036614,4065606
435,848 County Lane,Downers Grove,60515,IL ,US,15448442,4642126
235,8907 Devonshire Street,Hackensack,07601,NJ ,US,105311251,87455511
698,7728 Woodland Dr,Buffalo,14215,NY ,US,139524067,3322591
624,87 Clay Drive,Honolulu,96815,HI ,US,176907467,21596538
,43 S. Wild Rose Ave,Norfolk,23503,VA ,US,270433016,79150419
48,33 Brown Drive,West Orange,07052,NJ ,US,195648881,36007266
,363 Marlborough Ave,Deerfield Beach,33442,FL ,US,82646460,68293913
578,47 Pumpkin Hill Lane,Calumet City,60409,IL ,US,195329035,51269646
364,8028 Liberty Lane,Waltham,02453,MA ,US,45186255,27713949
342,671 Morris Street,Melbourne,32904,FL ,US,217539461,148328239
,266 Marvon St,Elkhart,46514,IN ,US,240327824,200202769
329,8725 Old County Lane,Carmel,10512,NY ,US,248602873,135110826
576,75 Rockcrest Circle,Daphne,36526,AL ,US,250674744,82602475
146,5 Arlington St,Oxnard,93035,CA ,US,273986790,177317053
804,306 East Warren Lane,Stone Mountain,30083,GA ,US,21522002,16313644
203,9491 Plumb Branch Ave,Elmont,11003,NY ,US,28718915,6303737
,9097 South Hill St,Findlay,45840,OH ,US,182986659,119814748
